WAFER_ID,TESTER_RECIPE,TOUCHDOWN,STX_WAFER_X_UM,STX_WAFER_Y_UM,TEST_START_TIME,TE_LABEL,ITH_MA,RS_FIT_OHMS,SLOPE_EFF_MW_MA,PEAK_WAVE_AT35_NM,KINK1_CURRENT_MA
QCI1R,LIVTK-DNS,340127,-44403,-20099,2025/05/03 02:38:47.000,119B05,17.495864,5.226124,0.180075,825.01825,63
QCI3Y,LIVTK-DNS,339704,-33879,20251,2025/04/26 23:38:41.000,177B01,17.331432,4.996679,0.186411,824.146912,63
QCI1R,LIVTK-DNS,339788,41581,20251,2025/05/03 02:38:47.000,184B01,17.262781,5.342249,0.198676,825.399048,63
QCHW8,LIVTK-DNS,149136,33624,-6032,2025/01/12 21:00:57.000,146M0I,8.740049,6.341784,0.000667,829.409058,15
QCHW8,LIVTK-DNS,21088,-19506,-51032,2025/01/12 21:00:57.000,65L5I,6.263817,7.488062,0.000886,828.273987,11
QCHW8,LIVTK-DNS,32756,-8213,-45299,2025/01/12 21:00:57.000,85K15,6.247179,7.641403,0.000487,828.814758,11
QCI2Q,LIVTK-DNS,840,10524,-60032,2025/05/02 11:46:35.000,67A0I,5.433232,12.462821,0.001179,0,14
QCHVZ,LIVTK-DNS,127410,-62883,-13199,2025/01/09 05:59:33.000,118L3Z,9.724653,7.910063,0.001673,0,24
QCHW8,LIVTK-DNS,251396,-7443,25201,2025/01/12 21:00:57.000,180J2T,3.970607,9.325906,0.000691,829.301025,11
QCI19,LIVTK-DNS,93304,60574,-22832,2025/03/28 04:58:52.000,110F66,6.685262,6.721268,0.000532,0,16
QCHW8,LIVTK-DNS,121481,63397,-14549,2025/01/12 21:00:57.000,129B38,9.981927,6.903838,0.001377,0,17
QCI3Y,LIVTK-DNS,331398,-42093,56701,2025/04/26 23:38:41.000,215M5B,5.508108,7.695496,0.001136,0,21
QCI2Q,LIVTK-DNS,1845,10781,-59816,2025/05/02 11:46:35.000,68N0J,9.014996,10.618138,-0.000114,0,20
QCHZF,LIVTK-DNS,25695,29774,-48782,2025/03/11 03:07:40.000,69D6R,8.723183,5.126534,0.000598,0,20
QCI2Q,LIVTK-DNS,173729,64167,751,2025/05/02 11:46:35.000,148A48,9.955137,6.183072,0.000215,0,19
QCHZF,LIVTK-DNS,73163,63911,-28916,2025/03/11 03:07:40.000,110A2P,9.460962,30.245969,-0.00015,0,22
QCHW8,LIVTK-DNS,169178,29517,1,2025/01/12 21:00:57.000,145D3T,41.930886,5.20766,-0.000018,829.139038,49
QCHVZ,LIVTK-DNS,119272,-53386,-15332,2025/01/09 05:59:33.000,119N2U,40.434703,5.130882,-0.000655,0,46
QCI5H,LIVTK-DNS,160365,-21816,-2882,2025/05/12 06:22:10.000,140A29,46.164957,9.337112,0.000063,0,51
QCI2Q,LIVTK-DNS,153458,52361,-5066,2025/05/02 11:46:35.000,147B0Y,40.332584,4.527006,0.179961,0,45
QCHVZ,LIVTK-DNS,60172,7701,-32966,2025/01/09 05:59:33.000,105D0G,31.359005,5.495756,0.000415,829.463074,38
QCI5H,LIVTK-DNS,159028,-21816,-3032,2025/05/12 06:22:10.000,140A26,35.665778,5.950501,-0.000307,0,41
QCI2Q,LIVTK-DNS,125445,63141,-13316,2025/05/02 11:46:35.000,129B3V,35.656107,5.214584,0.032092,0,44
QCI5H,LIVTK-DNS,59041,-64679,-33416,2025/05/12 06:22:10.000,99N07,31.088505,1.074188,0.000222,0,63
QCHW8,LIVTK-DNS,320060,-1283,52201,2025/01/12 21:00:57.000,218B2T,34.204805,5.17174,0.003287,827.570129,63
QCHW8,LIVTK-DNS,328800,-38756,56368,2025/01/12 21:00:57.000,215I56,33.189521,5.046446,-0.000313,827.461792,63
QCI1R,LIVTK-DNS,2632,-39526,-59432,2025/05/03 02:38:47.000,63J0U,30.99279,8.947316,0.001127,0,37
QCI15,LIVTK-DNS,61007,61344,-33182,2025/03/24 04:36:54.000,110E0F,31.247059,4.534241,0.260413,0,63
QCI2Q,LIVTK-DNS,254196,57494,25768,2025/05/02 11:46:35.000,186J36,31.285007,-0.120191,-0.000371,0,37
QCI15,LIVTK-DNS,61058,64424,-32732,2025/03/24 04:36:54.000,110A0O,31.882053,3.633471,0.254853,0,63
QCHWG,LIVTK-DNS,157690,63911,-3266,2025/02/01 03:45:01.000,148A1Y,10.818117,4.202324,0.131156,824.52832,63
QCHWG,LIVTK-DNS,169648,60831,34,2025/02/01 03:45:01.000,148E3S,10.770844,5.481885,0.126738,827.624268,63
QCHWG,LIVTK-DNS,277839,26951,32884,2025/02/01 03:45:01.000,183G71,18.956737,5.091468,0.182001,827.732605,57
QCI19,LIVTK-DNS,190437,27721,6184,2025/03/28 04:58:52.000,145F77,18.976354,4.593803,0.265157,827.414612,63
QCHVZ,LIVTK-DNS,339551,20277,47401,2025/01/09 05:59:33.000,220B05,17.00812,5.126024,0.191269,824.963867,63
QCI5H,LIVTK-DNS,340079,41837,-6599,2025/05/12 06:22:10.000,146B05,17.013564,5.274849,0.194886,823.94989,63
QCI3Y,LIVTK-DNS,339983,-44403,-6599,2025/04/26 23:38:41.000,138B05,17.274141,4.868615,0.182399,824.800537,63
QCHW8,LIVTK-DNS,103378,-61086,-19832,2025/01/12 21:00:57.000,118J0C,17.007325,16.765418,0.354737,827.840881,63
QCHZF,LIVTK-DNS,340377,52361,-33566,2025/03/11 03:07:40.000,109B04,17.07748,4.941159,0.196636,824.854919,63
QCI2Q,LIVTK-DNS,6749,41067,-57449,2025/05/02 11:46:35.000,70C1W,17.791174,4.531662,0.283402,826.063599,63
QCHVZ,LIVTK-DNS,99316,-63139,-20966,2025/01/09 05:59:33.000,99L74,17.546102,2.820759,0.000107,0,24
QCI3Y,LIVTK-DNS,339944,52361,6751,2025/04/26 23:38:41.000,166B01,17.541759,5.263068,0.209723,823.983459,63
QCI1R,LIVTK-DNS,339838,-44403,6751,2025/05/03 02:38:47.000,157B02,17.572694,5.307268,0.185161,824.800537,63
QCI3Y,LIVTK-DNS,91415,-52616,-23582,2025/04/26 23:38:41.000,100M5R,17.336811,14.899406,0.373627,827.895081,24
QCI1R,LIVTK-DNS,340236,52874,-20132,2025/05/03 02:38:47.000,128B06,17.693158,5.201484,0.136412,821.908325,63
QCI3Y,LIVTK-DNS,340473,30801,-47066,2025/04/26 23:38:41.000,88B04,17.647295,4.880156,0.202192,823.928955,63
QCHW8,LIVTK-DNS,340548,9754,-60632,2025/01/12 21:00:57.000,67B06,17.497932,4.974271,0.128655,822.291138,63
QCI19,LIVTK-DNS,336829,-40809,59584,2025/03/28 04:58:52.000,215K6V,17.733994,4.600554,0.242637,825.251587,59
QCHVZ,LIVTK-DNS,339982,-44403,-6749,2025/01/09 05:59:33.000,138B02,17.103566,5.095678,0.179956,825.01825,63
QCHW8,LIVTK-DNS,340522,-12063,-60749,2025/01/12 21:00:57.000,65B02,17.921555,4.982815,0.189437,823.383484,63
QCI1R,LIVTK-DNS,339803,52617,20401,2025/05/03 02:38:47.000,185B05,17.41118,5.120818,0.202795,824.310425,63
QCI2Q,LIVTK-DNS,340100,63141,-6749,2025/05/02 11:46:35.000,148B01,17.554783,5.18086,0.200303,823.134949,63
QCHWG,LIVTK-DNS,340569,30801,-60566,2025/02/01 03:45:01.000,69B04,17.150143,4.509185,0.200244,823.983459,63
QCI1R,LIVTK-DNS,968,18737,-59999,2025/05/03 02:38:47.000,68D0H,17.071777,5.457915,0.3105,827.570129,60
QCI1R,LIVTK-DNS,340451,9497,-47099,2025/05/03 02:38:47.000,86B05,17.248437,5.212766,0.188487,825.01825,63
QCI3Y,LIVTK-DNS,339778,31057,20251,2025/04/26 23:38:41.000,183B02,17.13428,5.158043,0.201401,824.037964,63
QCI5H,LIVTK-DNS,340365,41581,-33566,2025/05/12 06:22:10.000,108B04,17.062766,5.197926,0.195637,822.699829,63
QCHVZ,LIVTK-DNS,280438,-64679,33334,2025/01/09 05:59:33.000,175N7A,17.341355,5.067654,0.290698,827.136536,63
QCI3Y,LIVTK-DNS,54193,-9239,-36116,2025/04/26 23:38:41.000,85L67,17.721494,4.86626,0.182704,824.52832,63
QCI1R,LIVTK-DNS,339670,41837,33751,2025/05/03 02:38:47.000,203B02,17.440037,5.333015,0.200872,825.01825,63
QCHVZ,LIVTK-DNS,63118,-61856,-32132,2025/01/09 05:59:33.000,99K10,17.544767,4.606191,0.243135,827.136536,63
QCI5H,LIVTK-DNS,340403,-33623,-47099,2025/05/12 06:22:10.000,82B05,17.081648,5.145815,0.18733,822.699829,63
QCI19,LIVTK-DNS,339552,20534,47368,2025/03/28 04:58:52.000,220B06,17.089329,5.291604,0.137552,823.243652,63
QCI3Y,LIVTK-DNS,340271,-44403,-33599,2025/04/26 23:38:41.000,100B05,17.63912,4.78566,0.186194,824.310425,63
QCHW8,LIVTK-DNS,340088,52361,-6749,2025/01/12 21:00:57.000,147B01,17.353342,5.21186,0.197374,825.127075,63
QCI3Y,LIVTK-DNS,340078,41837,-6749,2025/04/26 23:38:41.000,146B02,17.614402,5.010897,0.210714,824.255981,63
QCI19,LIVTK-DNS,190434,27977,6301,2025/03/28 04:58:52.000,145F7B,17.451082,4.371653,0.265285,828.223755,63
QCI3Y,LIVTK-DNS,339970,-55183,-6749,2025/04/26 23:38:41.000,137B02,17.799788,4.860754,0.187635,823.54718,63
QCI3Y,LIVTK-DNS,339513,-12319,47434,2025/04/26 23:38:41.000,217B04,17.236183,4.826421,0.189607,824.310425,63
QCI3Y,LIVTK-DNS,206243,48511,11584,2025/04/26 23:38:41.000,166G2P,17.052793,4.611168,0.299459,827.353394,63
QCI3Y,LIVTK-DNS,339718,-22843,20251,2025/04/26 23:38:41.000,178B02,17.386299,5.134034,0.194863,825.181519,63
QCI3Y,LIVTK-DNS,339730,-12063,20251,2025/04/26 23:38:41.000,179B02,17.073884,5.169031,0.197167,825.344604,63
QCI19,LIVTK-DNS,309477,-12319,46684,2025/03/28 04:58:52.000,198B77,17.753254,4.623026,0.272521,828.008057,63
QCI5H,LIVTK-DNS,339957,63141,6934,2025/05/12 06:22:10.000,167B04,17.990965,4.99639,0.192354,822.754272,63
QCHW8,LIVTK-DNS,340557,20021,-60566,2025/01/12 21:00:57.000,68B04,17.857595,4.887797,0.191105,824.146912,63
QCHWG,LIVTK-DNS,340499,-33623,-60599,2025/02/01 03:45:01.000,63B05,17.676681,4.239718,0.196043,823.874451,63
QCI1R,LIVTK-DNS,339586,-33623,33751,2025/05/03 02:38:47.000,196B02,17.57724,5.309806,0.188442,825.01825,63
QCI3Y,LIVTK-DNS,339719,-22843,20401,2025/04/26 23:38:41.000,178B05,17.164741,5.029578,0.192194,825.181519,63
QCHVZ,LIVTK-DNS,328728,-43119,55834,2025/01/09 05:59:33.000,215N4S,8.63036,7.698365,0.000411,0,16
QCHW8,LIVTK-DNS,61780,18224,-32432,2025/01/12 21:00:57.000,106E0U,9.987186,5.865068,0.000173,829.085022,17
QCHW8,LIVTK-DNS,129132,43634,-12332,2025/01/12 21:00:57.000,128N4I,5.932002,7.68345,0.001262,828.544434,11
QCI3Y,LIVTK-DNS,67305,-51846,-31082,2025/04/26 23:38:41.000,100L1L,9.925874,1.40284,0.000325,827.299194,28
QCI2Q,LIVTK-DNS,125406,63397,-13799,2025/05/02 11:46:35.000,129B3N,7.946421,9.384106,0.000085,0,14
QCI3Y,LIVTK-DNS,4956,-16169,-58166,2025/04/26 23:38:41.000,65G1G,6.900622,9.958034,-0.000233,0,13
QCHW8,LIVTK-DNS,182368,28234,4168,2025/01/12 21:00:57.000,145F66,7.436815,7.411716,0.000522,829.139038,17
QCHW8,LIVTK-DNS,58899,-34136,-34082,2025/01/12 21:00:57.000,82C7F,6.851221,6.996843,0.001233,828.598511,63
QCHW8,LIVTK-DNS,62854,-50819,-32666,2025/01/12 21:00:57.000,100J0M,9.549231,8.735457,0.001284,0,17
QCHZF,LIVTK-DNS,319996,2824,52168,2025/03/11 03:07:40.000,219K2U,9.493655,8.533843,0.000123,0,15
QCHW8,LIVTK-DNS,165272,34137,-1199,2025/01/12 21:00:57.000,146L35,3.624489,9.390485,0.000315,828.976929,11
QCHW8,LIVTK-DNS,309772,-31056,47068,2025/01/12 21:00:57.000,197M7I,8.80828,6.075259,0.000224,828.382202,18
QCHW8,LIVTK-DNS,253184,-7443,25801,2025/01/12 21:00:57.000,180J35,9.387572,6.06869,0.000711,829.625,14
QCHW8,LIVTK-DNS,152568,-4876,-4832,2025/01/12 21:00:57.000,142G16,9.415167,6.324928,-0.000284,829.409058,17
QCHW8,LIVTK-DNS,113304,58264,-17132,2025/01/12 21:00:57.000,129I1U,9.140376,6.132401,0.000318,828.111572,15
QCI3Y,LIVTK-DNS,11997,36704,-55682,2025/04/26 23:38:41.000,70I2X,9.156323,3.214022,0.000179,825.616455,27
QCHW8,LIVTK-DNS,69501,40041,-30416,2025/01/12 21:00:57.000,108D1V,44.391207,4.911291,-0.000238,0,49
QCI2Q,LIVTK-DNS,274463,60061,32284,2025/05/02 11:46:35.000,186F6P,48.399366,4.112809,0.084628,0,54
QCI2Q,LIVTK-DNS,173762,62884,1468,2025/05/02 11:46:35.000,148C4O,44.899146,4.841301,0.288213,0,63
QCHW8,LIVTK-DNS,324428,24897,54001,2025/01/12 21:00:57.000,221J3T,34.882782,5.175849,0.000249,828.273987,63
QCHW8,LIVTK-DNS,74088,4621,-28766,2025/01/12 21:00:57.000,105H2S,30.789596,5.341331,0.000118,829.463074,63
QCI2Q,LIVTK-DNS,324686,42351,53734,2025/05/02 11:46:35.000,222A3M,35.582281,6.540484,0.084126,0,42
QCI2Q,LIVTK-DNS,161754,61857,-2099,2025/05/02 11:46:35.000,148D2N,32.872783,3.780574,0.225532,0,63
QCHW8,LIVTK-DNS,115557,-55696,-16382,2025/01/12 21:00:57.000,118C29,39.037087,2.959535,-0.001422,0,45
QCHW8,LIVTK-DNS,322152,36961,53434,2025/01/12 21:00:57.000,222H3G,33.995748,5.068234,-0.000607,827.461792,63
QCI2Q,LIVTK-DNS,338364,28491,60634,2025/05/02 11:46:35.000,221E7G,39.516275,4.61631,0.001462,0,45
QCI15,LIVTK-DNS,281759,41324,34318,2025/03/24 04:36:54.000,203C0F,30.168103,3.598751,0.218955,0,63
QCI2Q,LIVTK-DNS,125399,62884,-13682,2025/05/02 11:46:35.000,129C3R,32.949668,3.880085,0.241276,0,63
QCHWG,LIVTK-DNS,20326,29261,-51266,2025/02/01 03:45:01.000,69D5A,10.420251,4.607984,0.135092,831.295898,63
QCHWG,LIVTK-DNS,173714,63141,934,2025/02/01 03:45:01.000,148B4A,10.95941,4.45004,0.170279,822.509766,63
QCHVZ,LIVTK-DNS,103201,-57236,-20882,2025/01/09 05:59:33.000,99E79,10.323028,8.556091,0.001495,0,20
QCHWG,LIVTK-DNS,169693,63911,-416,2025/02/01 03:45:01.000,148A3J,10.925298,4.991247,0.153712,826.377075,63
QCHW8,LIVTK-DNS,340104,63654,-6632,2025/01/12 21:00:57.000,148B06,18.02278,4.650822,0.14362,821.634705,63
QCHW8,LIVTK-DNS,48435,-33879,-38216,2025/01/12 21:00:57.000,82B51,18.208369,4.3326,0.251948,827.353394,63
QCI5H,LIVTK-DNS,340568,30801,-60749,2025/05/12 06:22:10.000,69B01,18.368243,5.194176,0.192948,822.101013,63
QCHW8,LIVTK-DNS,242520,44661,22834,2025/01/12 21:00:57.000,185L1G,18.179001,5.346312,-0.000693,828.436218,63
QCI3Y,LIVTK-DNS,339502,-22843,47251,2025/04/26 23:38:41.000,216B02,17.785278,4.912557,0.198248,824.146912,63
QCI3Y,LIVTK-DNS,340476,31314,-47132,2025/04/26 23:38:41.000,88B06,17.518842,4.978209,0.13413,822.072388,63
QCI5H,LIVTK-DNS,340560,20534,-60632,2025/05/12 06:22:10.000,68B06,17.262321,5.195137,0.127926,822.645386,63
QCHVZ,LIVTK-DNS,340232,52361,-20249,2025/01/09 05:59:33.000,128B01,17.553374,5.030481,0.196707,824.963867,63
QCHVZ,LIVTK-DNS,339706,-33623,20251,2025/01/09 05:59:33.000,177B02,17.192943,5.093546,0.184264,825.399048,63
QCI1R,LIVTK-DNS,340295,-22843,-33599,2025/05/03 02:38:47.000,102B05,17.078666,5.268634,0.18794,825.072632,63
QCHVZ,LIVTK-DNS,340536,-1026,-60632,2025/01/09 05:59:33.000,66B06,17.681358,4.892718,0.124693,822.23645,63
QCI5H,LIVTK-DNS,340112,-55439,-20249,2025/05/12 06:22:10.000,118B01,17.327782,5.24556,0.182464,823.515442,63
QCI1R,LIVTK-DNS,339860,-23099,6751,2025/05/03 02:38:47.000,159B01,17.094527,5.5319,0.18928,825.399048,63
QCI3Y,LIVTK-DNS,339993,-33879,-6566,2025/04/26 23:38:41.000,139B04,17.239534,4.969278,0.189258,824.909424,63
QCI1R,LIVTK-DNS,340305,-12319,-33566,2025/05/03 02:38:47.000,103B04,17.024399,5.320894,0.189737,824.800537,63
QCHVZ,LIVTK-DNS,339839,-44403,6901,2025/01/09 05:59:33.000,157B05,17.121876,5.151919,0.177007,825.45343,63
QCHZF,LIVTK-DNS,339814,63397,20251,2025/03/11 03:07:40.000,186B02,17.493368,4.969525,0.204194,824.800537,63
QCI3Y,LIVTK-DNS,339911,20277,6901,2025/04/26 23:38:41.000,163B05,17.079163,5.029672,0.199891,825.23584,63
QCI2Q,LIVTK-DNS,340511,-22843,-60599,2025/05/02 11:46:35.000,64B05,17.371775,4.98796,0.178112,823.352417,63
QCI1R,LIVTK-DNS,339802,52617,20251,2025/05/03 02:38:47.000,185B02,17.583978,5.319251,0.209562,824.637207,63
QCHVZ,LIVTK-DNS,339488,-33879,47251,2025/01/09 05:59:33.000,215B01,17.735978,4.904693,0.183594,823.983459,63
QCI5H,LIVTK-DNS,339969,-55439,-6566,2025/05/12 06:22:10.000,137B04,17.014144,5.154134,0.184319,823.080566,63
QCI19,LIVTK-DNS,339800,52361,20251,2025/03/28 04:58:52.000,185B01,17.368101,5.196351,0.19614,824.438354,63
QCI2Q,LIVTK-DNS,194726,11294,7768,2025/05/02 11:46:35.000,163N0O,17.675157,5.578424,0.313233,829.784851,63
QCI1R,LIVTK-DNS,74788,-40296,-28832,2025/05/03 02:38:47.000,101K2U,17.882728,6.13266,0.000735,0,24
QCHW8,LIVTK-DNS,339573,41581,47434,2025/01/12 21:00:57.000,222B04,17.917107,4.816319,0.201052,824.092468,63
QCI3Y,LIVTK-DNS,338182,40041,60334,2025/04/26 23:38:41.000,222D7A,17.148119,4.620335,0.304213,825.888245,63
QCI2Q,LIVTK-DNS,340510,-22843,-60749,2025/05/02 11:46:35.000,64B02,17.472598,5.156906,0.180417,823.352417,63
QCI3Y,LIVTK-DNS,340137,-33879,-20066,2025/04/26 23:38:41.000,120B04,17.259824,4.989984,0.186759,824.800537,63
QCI5H,LIVTK-DNS,340232,52361,-20249,2025/05/12 06:22:10.000,128B01,17.46313,5.38656,0.192305,822.699829,63
QCI1R,LIVTK-DNS,338070,38757,59701,2025/05/03 02:38:47.000,222F6Z,17.902297,4.982221,0.241207,825.127075,63
QCHVZ,LIVTK-DNS,340125,-44659,-20066,2025/01/09 05:59:33.000,119B04,17.190549,5.197956,0.175128,824.963867,63
QCHZF,LIVTK-DNS,340402,-33623,-47249,2025/03/11 03:07:40.000,82B02,17.131654,5.136831,0.182292,824.800537,63
QCHZF,LIVTK-DNS,339826,-55183,6751,2025/03/11 03:07:40.000,156B02,17.27878,5.178216,0.179719,825.181519,63
QCI2Q,LIVTK-DNS,4019,42094,-58982,2025/05/02 11:46:35.000,70B13,17.465801,4.484619,0.259824,824.384033,63
QCHW8,LIVTK-DNS,340534,-1283,-60749,2025/01/12 21:00:57.000,66B02,17.688258,5.075949,0.191926,823.438049,63
QCI3Y,LIVTK-DNS,340174,-1283,-20249,2025/04/26 23:38:41.000,123B02,17.153203,5.255501,0.195737,824.582764,63
QCI3Y,LIVTK-DNS,4038,42607,-58499,2025/04/26 23:38:41.000,70A1B,17.156197,4.62059,0.290599,826.051208,63
QCI5H,LIVTK-DNS,26063,6161,-48716,2025/05/12 06:22:10.000,67F6P,17.043991,4.098768,0.247235,826.874634,63
QCI3Y,LIVTK-DNS,339551,20277,47401,2025/04/26 23:38:41.000,220B05,17.248839,4.808613,0.198895,823.492676,63
QCI3Y,LIVTK-DNS,340126,-44403,-20249,2025/04/26 23:38:41.000,119B02,17.432567,4.981421,0.185136,823.601685,63
QCHVZ,LIVTK-DNS,339840,-44146,6868,2025/01/09 05:59:33.000,157B06,17.123682,5.231507,0.122921,823.110657,63
QCHW8,LIVTK-DNS,66963,-55696,-31382,2025/01/12 21:00:57.000,99C1F,17.382835,-1.653637,0.000251,0,22
QCHW8,LIVTK-DNS,340544,9241,-60749,2025/01/12 21:00:57.000,67B01,17.624721,4.975099,0.189384,824.201416,63
QCI3Y,LIVTK-DNS,340091,52617,-6599,2025/04/26 23:38:41.000,147B05,17.532237,4.952225,0.208381,823.983459,63
QCI1R,LIVTK-DNS,339585,-33879,33934,2025/05/03 02:38:47.000,196B04,17.39811,5.206204,0.182601,825.01825,63
QCHW8,LIVTK-DNS,9443,40811,-55916,2025/01/12 21:00:57.000,70C2P,17.570829,4.341437,0.283886,826.377075,63
QCI2Q,LIVTK-DNS,173721,63654,718,2025/05/02 11:46:35.000,148B49,9.260785,6.554979,0.001046,0,20
QCI2Q,LIVTK-DNS,2433,-26949,-59816,2025/05/02 11:46:35.000,64G0J,9.445117,6.58009,0.000449,0,14
QCHW8,LIVTK-DNS,37668,-37986,-42932,2025/01/12 21:00:57.000,82H2I,9.289224,5.950138,-0.000278,828.598511,16
QCHVZ,LIVTK-DNS,87122,-60316,-25532,2025/01/09 05:59:33.000,99I4O,8.328066,8.955216,0.0014,0,16
QCHW8,LIVTK-DNS,217021,771,14284,2025/01/12 21:00:57.000,162M47,8.984041,20.611657,0.00048,0,15
QCHWG,LIVTK-DNS,206978,1284,11368,2025/02/01 03:45:01.000,162M2O,7.819439,6.93879,0.001373,0,17
QCHW8,LIVTK-DNS,138028,32084,-9332,2025/01/12 21:00:57.000,126A66,7.537495,6.642891,0.000184,829.24707,13
QCHW8,LIVTK-DNS,266356,62884,29968,2025/01/12 21:00:57.000,186C5I,7.53007,6.67251,-0.000569,826.431274,15
QCI2Q,LIVTK-DNS,206954,2824,11368,2025/05/02 11:46:35.000,162K2O,6.080615,11.204563,0.000155,0,13
QCHW8,LIVTK-DNS,224072,-64423,17101,2025/01/12 21:00:57.000,156N5T,9.288624,5.957863,0.001542,827.786743,14
QCHW8,LIVTK-DNS,49623,42351,-38216,2025/01/12 21:00:57.000,89A51,5.758697,11.277876,0.000767,828.111572,18
QCHW8,LIVTK-DNS,89270,60574,-24332,2025/01/12 21:00:57.000,110F5C,9.346745,5.325093,0.000891,0,17
QCHW8,LIVTK-DNS,163717,-64166,-2282,2025/01/12 21:00:57.000,137N2L,8.00531,7.931185,0.000389,0,14
QCI3Y,LIVTK-DNS,1314,41067,-60299,2025/04/26 23:38:41.000,70C0B,7.468577,6.568632,-0.000078,824.52832,14
QCHW8,LIVTK-DNS,143904,-43376,-7532,2025/01/12 21:00:57.000,119A76,4.340615,9.231576,0.000875,829.030945,12
QCHW8,LIVTK-DNS,269620,16941,30634,2025/01/12 21:00:57.000,182F5S,6.933977,7.245913,0.000924,829.085022,12
QCHW8,LIVTK-DNS,76770,37987,-28499,2025/01/12 21:00:57.000,108G2Z,6.88911,8.439049,0.000673,0,13
QCI2Q,LIVTK-DNS,121465,64424,-14582,2025/05/02 11:46:35.000,129A39,9.575918,6.932037,-0.000423,0,18
QCHW8,LIVTK-DNS,122403,4364,-14282,2025/01/12 21:00:57.000,124I3F,8.396334,6.488971,0.000842,829.678955,15
QCHW8,LIVTK-DNS,155264,-39013,-4199,2025/01/12 21:00:57.000,139I1H,4.738917,8.377575,0.001364,828.922852,12
QCHW8,LIVTK-DNS,149948,43377,-5399,2025/01/12 21:00:57.000,147N0T,6.723794,7.078916,0.001113,828.219849,18
QCI19,LIVTK-DNS,265229,-5903,28951,2025/03/28 04:58:52.000,180H4W,51.938338,0.414955,0.001172,0,57
QCI2Q,LIVTK-DNS,161763,61344,-1982,2025/05/02 11:46:35.000,148E2R,46.580727,6.660581,0.231491,0,55
QCHW8,LIVTK-DNS,225580,32341,17134,2025/01/12 21:00:57.000,165N5S,31.210344,5.477863,-0.000247,828.219849,36
QCI19,LIVTK-DNS,135862,-41836,-10232,2025/03/28 04:58:52.000,120M5O,30.173322,5.619262,0.000519,0,37
QCHW8,LIVTK-DNS,95324,-60573,-22199,2025/01/12 21:00:57.000,99I6H,31.442458,8.348194,0.248683,827.570129,36
QCI19,LIVTK-DNS,206980,1284,11668,2025/03/28 04:58:52.000,162M2U,34.393424,6.632851,0.000331,0,63
QCHW8,LIVTK-DNS,189940,59804,6568,2025/01/12 21:00:57.000,148G7I,34.576901,5.147079,-0.00006,828.111572,63
QCHW8,LIVTK-DNS,149848,49794,-5432,2025/01/12 21:00:57.000,147F0U,34.862599,5.331953,0.000116,827.732605,63
QCHW8,LIVTK-DNS,18292,-12576,-52232,2025/01/12 21:00:57.000,65C4U,30.130255,5.261666,0.000693,828.436218,37
QCI3Y,LIVTK-DNS,4134,36447,-58499,2025/04/26 23:38:41.000,70I1B,33.977136,6.4336,0.098838,0,63
QCHVZ,LIVTK-DNS,323354,-40296,53068,2025/01/09 05:59:33.000,215K3C,30.603176,3.673451,0.169229,0,36
QCI3Y,LIVTK-DNS,14690,40041,-54266,2025/04/26 23:38:41.000,70D3M,31.656642,4.351475,0.203396,825.996948,37
QCHW8,LIVTK-DNS,61311,48254,-32582,2025/01/12 21:00:57.000,109H0R,36.586718,8.677271,0.000622,828.003296,46
QCI2Q,LIVTK-DNS,207626,-40296,11368,2025/05/02 11:46:35.000,158K2O,30.224815,4.147899,0.000072,0,35
QCI2Q,LIVTK-DNS,169681,63141,-416,2025/05/02 11:46:35.000,148B3J,36.768458,3.631996,0.000327,0,46
QCI2Q,LIVTK-DNS,332952,30801,58234,2025/05/02 11:46:35.000,221B64,33.183081,5.588549,0.003844,0,42
QCI2Q,LIVTK-DNS,165776,62627,-599,2025/05/02 11:46:35.000,148C3H,30.17818,4.522457,0.13259,0,56
QCHW8,LIVTK-DNS,12996,-14629,-54566,2025/01/12 21:00:57.000,65E3G,37.945768,5.162716,0.000027,828.273987,43
QCHZF,LIVTK-DNS,327838,13861,55534,2025/03/11 03:07:40.000,220J4M,10.955337,5.145575,0.129416,831.080566,63
QCHW8,LIVTK-DNS,49645,42094,-37982,2025/01/12 21:00:57.000,89B59,10.515319,5.216087,0.220616,832.156372,63
QCHWG,LIVTK-DNS,173727,63911,1084,2025/02/01 03:45:01.000,148A4D,10.942939,4.951829,0.189859,830.002747,63
QCI15,LIVTK-DNS,338133,42864,59518,2025/03/24 04:36:54.000,222A6X,10.540423,9.435893,0.190051,829.623535,63
QCI19,LIVTK-DNS,309269,1027,46651,2025/03/28 04:58:52.000,200M78,18.058028,4.526421,0.263419,828.008057,38
QCHVZ,LIVTK-DNS,339573,41581,47434,2025/01/09 05:59:33.000,222B04,18.0088,4.94296,0.199435,824.52832,63
QCHW8,LIVTK-DNS,91230,-64423,-23699,2025/01/12 21:00:57.000,99N5N,18.421077,4.58359,0.170732,823.601685,63
QCI19,LIVTK-DNS,340112,-55439,-20249,2025/03/28 04:58:52.000,118B01,17.947249,5.215794,0.184324,823.569702,63
QCI1R,LIVTK-DNS,339852,-33366,6868,2025/05/03 02:38:47.000,158B06,17.324507,5.423324,0.133913,822.072388,63
QCI2Q,LIVTK-DNS,340486,41837,-47249,2025/05/02 11:46:35.000,89B02,17.630175,5.193522,0.203154,823.243652,63
